TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2025-12-25 08:00:00,1766649600524,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app/api/cron,GET,,500,q5kzz-1766649600258-6e913014093c,vercel-cron/1.0,error,production,main,MISS,serverless,/api/cron,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,dpl_49mqH4nrk5R8LuKuksEtpmo8TAqL,,,,,"Cannot find module '../config/marketProfiles'
Require stack:
- /var/task/services/grok/client.js
- /var/task/api/cron.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_tTazyIAJqpeYJ5JCTm3wmiNgPNWd,,,,,
2025-12-25 08:00:00,1766649600258,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app/api/cron,GET,,500,q5kzz-1766649600258-6e913014093c,vercel-cron/1.0,,production,main,MISS,serverless,/api/cron,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,dpl_49mqH4nrk5R8LuKuksEtpmo8TAqL,228,iad1,-1,2048,,prj_tTazyIAJqpeYJ5JCTm3wmiNgPNWd,,,01KDA8B68RCJE5XY7AZMR3P043,,-1
2025-12-25 07:45:00,1766648700652,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app/api/cron,GET,,500,zwtmr-1766648700391-19a99f9f3e80,vercel-cron/1.0,error,production,main,MISS,serverless,/api/cron,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,dpl_49mqH4nrk5R8LuKuksEtpmo8TAqL,,,,,"Cannot find module '../config/marketProfiles'
Require stack:
- /var/task/services/grok/client.js
- /var/task/api/cron.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_tTazyIAJqpeYJ5JCTm3wmiNgPNWd,,,,,
2025-12-25 07:45:00,1766648700391,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app/api/cron,GET,,500,zwtmr-1766648700391-19a99f9f3e80,vercel-cron/1.0,,production,main,MISS,serverless,/api/cron,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,dpl_49mqH4nrk5R8LuKuksEtpmo8TAqL,222,iad1,-1,2048,,prj_tTazyIAJqpeYJ5JCTm3wmiNgPNWd,,,01KDA7FQFQYK1V1T68EQZNTCD4,,-1
2025-12-25 07:30:00,1766647800505,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app/api/cron,GET,,500,9h9lh-1766647800244-100cf5068589,vercel-cron/1.0,error,production,main,MISS,serverless,/api/cron,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,dpl_49mqH4nrk5R8LuKuksEtpmo8TAqL,,,,,"Cannot find module '../config/marketProfiles'
Require stack:
- /var/task/services/grok/client.js
- /var/task/api/cron.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_tTazyIAJqpeYJ5JCTm3wmiNgPNWd,,,,,
2025-12-25 07:30:00,1766647800244,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app/api/cron,GET,,500,9h9lh-1766647800244-100cf5068589,vercel-cron/1.0,,production,main,MISS,serverless,/api/cron,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,dpl_49mqH4nrk5R8LuKuksEtpmo8TAqL,225,iad1,-1,2048,,prj_tTazyIAJqpeYJ5JCTm3wmiNgPNWd,,,01KDA6M8E35P6DDT8HXGJWC2TG,,-1
2025-12-25 07:15:00,1766646900693,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app/api/cron,GET,,500,6r6j2-1766646900392-ab9af31fc110,vercel-cron/1.0,error,production,main,MISS,serverless,/api/cron,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,dpl_49mqH4nrk5R8LuKuksEtpmo8TAqL,,,,,"Cannot find module '../config/marketProfiles'
Require stack:
- /var/task/services/grok/client.js
- /var/task/api/cron.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_tTazyIAJqpeYJ5JCTm3wmiNgPNWd,,,,,
2025-12-25 07:15:00,1766646900392,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app/api/cron,GET,,500,6r6j2-1766646900392-ab9af31fc110,vercel-cron/1.0,,production,main,MISS,serverless,/api/cron,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,cryptosignal-ai-5o71l7wxk-hadayalab-projects-projects.vercel.app,dpl_49mqH4nrk5R8LuKuksEtpmo8TAqL,241,iad1,-1,2048,,prj_tTazyIAJqpeYJ5JCTm3wmiNgPNWd,,,01KDA5RSPEXXS8Y71CQ84AQS0A,,-1
